House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1,Squirrel Well,Megan,Smith,12,Minor,N/A,Female,Student,None,Not Specified
1,Squirrel Well,Benjamin,Smith,8,Minor,N/A,Male,Student,None,Not Specified
1,Squirrel Well,Mohammed,Smith,7,Minor,N/A,Male,Student,None,Not Specified
1,Forgotten Close,Pamela,Lawrence,49,Head,Single,Female,Financial risk analyst,None,Christian
1,Forgotten Close,Leanne,Lawrence,24,Head,Single,Female,Unemployed,None,Christian
1,Forgotten Close,Barry,Lawrence,23,Head,Divorced,Male,"Surveyor, commercial/residential",None,Christian
1,Forgotten Close,Chelsea,Lawrence,19,Head,Single,Female,University Student,None,Christian
1,Sandy Drive,Geoffrey,Davis,12,Minor,N/A,Male,Student,None,Not Specified
1,Johnson Lane,Caroline,Smith,35,Head,Married,Female,Sports coach,None,Christian
1,Johnson Lane,Justin,Smith,37,Head,Married,Male,Furniture conservator/restorer,None,Christian
1,Johnson Lane,Beth,Smith,14,Minor,N/A,Female,Student,None,Christian
1,Johnson Lane,Pamela,Smith,10,Minor,N/A,Female,Student,None,Christian
1,Johnson Lane,Katherine,Wood,10,Minor,N/A,Female,Student,None,Christian
1,Schoolbraid Road,Brenda,Bell,34,Head,Divorced,Female,Unemployed,None,No Religion
1,Schoolbraid Road,Josephine,Bell,11,Minor,N/A,Female,Student,None,Not Specified
1,Schoolbraid Road,Leonard,Rowe-Bell,7,Minor,N/A,Male,Student,None,Not Specified
1,Keeper Lane,Joan,Parsons,56,Head,Divorced,Female,Materials engineer,None,Sikh
1,Keeper Lane,Kayleigh,Parsons,3,Minor,N/A,Female,Child,None,Not Specified
1,George Forks,Leon,Wells,18,Head,Single,Male,Student,None,Not Specified
1,George Forks,Jayne,Owen,19,Head,Single,Female,Unemployed,None,Not Specified
1,Butcher Forks,Sophie,Bird,32,Head,Single,Female,Psychotherapist,None,Christian
1,Butcher Forks,Connor,Bird,11,Minor,N/A,Male,Student,None,Not Specified
1,Drummer Road,Wayne,Webster,22,Head,Single,Male,University Student,None,Christian
1,Whitehall Unions,Bethany,Watson,51,Head,Married,Female,"Pharmacist, community",None,No Religion
1,Whitehall Unions,Mohamed,Watson,53,Head,Married,Male,"Runner, broadcasting/film/video",None,No Religion
1,Butterfly Expressway,Deborah,Walton,38,Head,Divorced,Female,Comptroller,None,No Religion
1,Butterfly Expressway,June,Walton,34,Head,Single,Female,Chartered accountant,None,No Religion
1,Heath Wall,Cheryl,Wilson,40,Head,Married,Female,"Surveyor, mining",None,Christian
1,Heath Wall,Gavin,Wilson,42,Head,Married,Male,Unemployed,None,No Religion
1,Heath Wall,Gerald,Wilson,22,Head,Single,Male,"Journalist, newspaper",None,No Religion
1,Heath Wall,Heather,Wilson,13,Minor,N/A,Female,Student,None,Christian
1,Davies Forks,Samantha,Hayes,37,Head,Single,Female,Holiday representative,None,Christian
1,Davies Forks,Mark,Johnson,34,Head,Single,Male,"Accountant, chartered",None,No Religion
1,Davies Forks,Carl,Russell,20,Head,Single,Male,University Student,None,No Religion
1,Davies Forks,Jordan,Lewis,26,Head,Single,Male,"Engineer, drilling",None,No Religion
1,Davies Forks,Liam,Phillips,0,Minor,Single,Male,Child,None,Not Specified
1,Elvis Ridge,Clare,Taylor,50,Head,Married,Female,Bonds trader,None,Christian
1,Gemini Crescent,Margaret,Douglas,44,Head,Married,Female,"Programmer, applications",None,Christian
1,Gemini Crescent,Simon,Douglas,46,Head,Married,Male,Chief Executive Officer,None,Christian
1,Gemini Crescent,Stacey,Douglas,12,Minor,N/A,Female,Student,None,Not Specified
1,Gemini Crescent,Shaun,Douglas,10,Minor,N/A,Male,Student,None,No Religion
1,Scepter Street,Pauline,Bennett,36,Head,Widowed,Female,"Engineer, land",None,Christian
1,Patel Inlet,Lauren,Watts,45,Head,Married,Female,"Engineer, technical sales",None,Christian
1,Patel Inlet,Mohamed,Watts,45,Head,Married,Male,Retail banker,None,Christian
1,Patel Inlet,Andrew,Wood,24,Head,Single,Male,"Psychotherapist, child",None,No Religion
1,Patel Inlet,Damian,Wood,20,Head,Single,Male,University Student,None,No Religion
1,Patel Inlet,Leslie,Wood,20,Head,Single,Male,Unemployed,None,No Religion
1,Gloucester Close,Kathryn,Hawkins,48,Head,Married,Female,"Producer, television/film/video",None,No Religion
1,Gloucester Close,Alan,Hawkins-Oliver,54,Head,Married,Male,Biomedical scientist,None,No Religion
1,Gloucester Close,Leah,Hawkins-Oliver,14,Minor,N/A,Female,Student,None,No Religion
1,Davies Drive,Max,Gallagher,32,Head,Single,Male,"Investment banker, operational",None,No Religion
1,Shark Cove,Emily,Smith,19,Head,Married,Female,Microbiologist,None,Christian
1,Shark Cove,Nicholas,Smith,21,Head,Married,Male,University Student,None,Christian
1,Heart Prairie,Rita,Wilson,44,Head,Married,Female,Chief Technology Officer,None,Christian
1,Heart Prairie,Clifford,Wilson,47,Head,Married,Male,Newspaper journalist,None,Christian
1,Heart Prairie,Damien,Wilson,6,Minor,N/A,Male,Student,None,Christian
1,Heart Prairie,Kim,Wilson,4,Minor,N/A,Female,Child,None,No Religion
1,Browne Passage,Brian,Thomas,43,Head,Single,Male,"Research officer, political party",None,No Religion
1,Marigold Road,Kim,Wheeler,37,Head,Married,Female,"Sound technician, broadcasting/film/video",None,Christian
1,Marigold Road,Geoffrey,Wheeler,35,Head,Married,Male,Film/video editor,None,Christian
1,Marigold Road,Francesca,Wheeler,12,Minor,N/A,Female,Student,None,Christian
1,Marigold Road,Carol,Wheeler,7,Minor,N/A,Female,Student,None,Christian
1,Davies Drive,Hannah,Lowe,72,Head,Widowed,Female,Retired Chartered legal executive (England and Wales),None,No Religion
1,Davies Drive,Alex,Lowe,20,Head,Single,Male,University Student,None,No Religion
1,Davies Drive,Charlotte,Lowe,18,Head,Single,Female,Student,None,No Religion
1,Davies Drive,Eleanor,Lowe,14,Minor,N/A,Female,Student,None,Not Specified
1,Davies Drive,Ashley,Hill-Lowe,10,Minor,N/A,Male,Student,None,Not Specified
1,Davies Drive,Aimee,Lewis,6,Minor,N/A,Female,Student,None,Not Specified
1,Lincoln Road,Melissa,Brennan,48,Head,Single,Female,Neurosurgeon,None,Christian
1,Wilkinson Close,Colin,Hill,62,Head,Single,Male,"Investment banker, corporate",None,Christian
1,Wilkinson Close,Linda,Lloyd,20,Head,Single,Female,University Student,None,No Religion
1,Wilkinson Close,Molly,Turner,38,Head,Single,Female,Pensions consultant,None,Christian
1,Wilkinson Close,Karen,Wallis,56,Head,Single,Female,"Scientist, research (life sciences)",None,Muslim
1,Wilkinson Close,Ian,McCarthy,53,Head,Single,Male,Unemployed,None,No Religion
1,Wilkinson Close,John,Davies,46,Head,Single,Male,Unemployed,None,Christian
1,Burke Crescent,Geoffrey,Brown,59,Head,Single,Male,Unemployed,None,Christian
1,Burke Crescent,Abigail,Shaw,60,Head,Single,Female,Chemical engineer,None,No Religion
1,Harris Street,Kerry,Edwards,42,Head,Divorced,Female,Unemployed,None,Christian
1,Harris Street,Linda,Edwards,13,Minor,N/A,Female,Student,None,Not Specified
1,Harris Street,Lynn,Edwards,10,Minor,N/A,Female,Student,None,Not Specified
1,Bletchley Path,Nicola,Bray,37,Head,Single,Female,"Teacher, adult education",None,No Religion
1,Bletchley Path,Guy,Burgess,35,Head,Single,Male,"Civil engineer, consulting",None,No Religion
1,Bletchley Path,Gregory,Bray,10,Minor,N/A,Male,Student,None,No Religion
1,Bletchley Path,Kathleen,Bray,10,Minor,N/A,Female,Student,None,No Religion
1,Bletchley Path,Ben,Bray,2,Minor,N/A,Male,Child,None,No Religion
1,Honeysuckleloom Street,Abbie,Hughes,82,Head,Married,Female,"Retired Horticulturist, commercial",None,No Religion
1,Honeysuckleloom Street,Graeme,Hughes,84,Head,Married,Male,Retired Automotive engineer,None,No Religion
1,Smith Avenue,Katie,Davies,39,Head,Married,Female,Immunologist,None,Christian
1,Smith Avenue,Stephen,Davies,42,Head,Married,Male,"Programme researcher, broadcasting/film/video",None,No Religion
1,Smith Avenue,Joseph,Davies,13,Minor,N/A,Male,Student,None,No Religion
1,Winchester Street,Daniel,Burke,26,Head,Single,Male,Unemployed,None,Christian
1,Winchester Street,Jean,Parry,62,Head,Single,Female,Petroleum engineer,None,Christian
1,Winchester Street,Wayne,Jenkins,46,Head,Single,Male,Mining engineer,None,Christian
1,Oak Road,Sophie,Potts,44,Head,Married,Female,Unemployed,None,Christian
1,Oak Road,Stuart,Potts,48,Head,Married,Male,"Restaurant manager, fast food",None,Christian
1,Winter Crescent,Shirley,Gibson,29,Head,Single,Female,Environmental consultant,None,Christian
1,Winter Crescent,Howard,Jackson,30,Head,Single,Male,Video editor,None,No Religion
1,January Roads,Janice,Norris,34,Head,Single,Female,Unemployed,None,Christian
1,January Roads,Adrian,Norris,5,Minor,N/A,Male,Student,None,Not Specified
1,Brightwater Field,Harriet,Poole,31,Head,Single,Female,Marketing executive,None,Hindu
1,Stationpond Drive,Diane,Hale,20,Head,Single,Female,University Student,None,Christian
1,Stationpond Drive,Leon,Murphy,55,Head,Single,Male,Unemployed,None,No Religion
1,Ali Street,Hannah,Moore,66,Head,Married,Female,Aid worker,None,Christian
1,Ali Street,Jamie,Moore,68,Head,Married,Male,Retired Research scientist (medical),None,No Religion
1,Crab Common,Marcus,Davies,76,Head,Widowed,Male,Unemployed,None,Christian
1,Crab Common,Keith,Davies,42,Head,Single,Male,Unemployed,None,Christian
1,Hazel Turnpike,Mohammad,Thomas,60,Head,Single,Male,Sports coach,None,Christian
1,Hazel Turnpike,Natalie,Cunningham,56,Head,Single,Female,Customer service manager,None,No Religion
1,Charity Close,Aimee,Peacock,42,Head,Married,Female,"Engineer, land",None,No Religion
1,Charity Close,Alison,Miller,45,Head,Married,Female,Occupational therapist,None,No Religion
1,Charity Close,Maria,Peacock,15,Minor,N/A,Female,Student,None,No Religion
1,Charity Close,Kieran,Peacock,13,Minor,N/A,Male,Student,None,No Religion
1,Stone Shoal,Jessica,Stewart,36,Head,Married,Female,"Runner, broadcasting/film/video",None,Christian
1,Stone Shoal,Louis,Stewart,39,Head,Married,Male,Logistics and distribution manager,None,Christian
1,Stone Shoal,Phillip,Stewart,8,Minor,N/A,Male,Student,None,Christian
1,Lisburnedge Drive,Phillip,Johnson,28,Head,Single,Male,Transport planner,None,Christian
1,Gray Lights,Irene,Ford,72,Head,Single,Female,Retired Television production assistant,None,No Religion
1,Cooper Canyon,Julian,Shaw,35,Head,Married,Male,Community development worker,None,Christian
1,Cooper Canyon,Shirley,Shaw,33,Head,Married,Female,Commercial art gallery manager,None,Christian
1,Cooper Canyon,Shane,Shaw,5,Minor,N/A,Male,Student,None,Christian
1,Cooper Canyon,Roger,Shaw,3,Minor,N/A,Male,Child,None,No Religion
1,Cooper Canyon,Leslie,Lord,57,Head,Single,Male,"Psychologist, prison and probation services",None,Christian
1,O'Connor Ports,Janice,King,24,Head,Single,Female,Astronomer,None,No Religion
1,O'Connor Ports,Raymond,Collier,27,Head,Single,Male,Unemployed,None,No Religion
1,Peninsula Mission,Eleanor,Hughes,35,Head,Married,Female,Agricultural consultant,None,Christian
1,Peninsula Mission,Mohamed,Harvey,37,Head,Married,Male,Museum/gallery exhibitions officer,None,Christian
1,Peninsula Mission,Nicholas,Cole-Hughes,18,Head,Divorced,Male,Student,None,Christian
1,Peninsula Mission,Julian,Cole-Hughes,16,Minor,N/A,Male,Student,None,Christian
1,Peninsula Mission,Antony,Cole-Hughes,11,Minor,N/A,Male,Student,None,Christian
1,Peninsula Mission,Peter,Cole-Hughes,10,Minor,N/A,Male,Student,None,Christian
1,Peninsula Mission,Grace,Cole-Hughes,8,Minor,N/A,Female,Student,None,Christian
1,Peninsula Mission,Kimberley,Cole-Hughes,8,Minor,N/A,Female,Student,None,Christian
1,Peninsula Mission,Karen,Cole-Hughes,6,Minor,N/A,Female,Student,None,No Religion
1,Hughes Cliffs,Denise,Taylor,26,Head,Divorced,Female,Solicitor,None,Muslim
1,Hughes Cliffs,Steven,Taylor,1,Minor,N/A,Male,Child,None,Not Specified
1,Hughes Cliffs,Andrew,Taylor,0,Minor,N/A,Male,Child,None,Not Specified
1,Fry Turnpike,Eileen,Moss,40,Head,Divorced,Female,"Geologist, wellsite",None,Christian
1,Fry Turnpike,Teresa,Moss,17,Minor,N/A,Female,Student,None,Not Specified
1,Holden Springs,Mohammed,Lee,29,Head,Married,Male,"Scientist, research (physical sciences)",None,Christian
1,Holden Springs,Alexandra,Lee,27,Head,Married,Female,Ophthalmologist,None,Christian
1,Holden Springs,Benjamin,Lee,10,Minor,N/A,Male,Student,None,Christian
1,Holden Springs,Kate,Lee,9,Minor,N/A,Female,Student,None,Christian
1,Holden Springs,Dylan,Lee,7,Minor,N/A,Male,Student,None,No Religion
1,Holden Springs,Hannah,Lee,1,Minor,N/A,Female,Child,None,No Religion
1,St.Matthew Shore,Lynda,McCarthy,76,Head,Married,Female,Retired Heritage manager,None,No Religion
1,St.Matthew Shore,Tony,McCarthy,83,Head,Married,Male,Retired Animal technologist,None,No Religion
1,St.Matthew Shore,Eleanor,McCarthy,42,Head,Divorced,Female,Local government officer,None,No Religion
1,St.Matthew Shore,Leon,McCarthy,38,Head,Single,Male,Clinical biochemist,None,No Religion
1,St.Matthew Shore,Dennis,McCarthy,34,Head,Single,Male,Archivist,None,No Religion
1,Faith Path,Nicola,Taylor,36,Head,Divorced,Female,Technical author,None,No Religion
1,Faith Path,Bethan,Taylor,2,Minor,N/A,Female,Child,None,Not Specified
1,Strathclydebond Road,Abigail,Hicks,27,Head,Divorced,Female,Unemployed,None,Christian
1,Strathclydebond Road,Kenneth,Hicks,6,Minor,N/A,Male,Student,None,Not Specified
1,Merlin Rue,Donald,Slater,31,Head,Single,Male,PhD Student,None,Sikh
1,Merlin Rue,Yvonne,Russell,18,Head,Single,Female,University Student,None,Christian
1,Merlin Rue,Howard,Fitzgerald,19,Head,Single,Male,University Student,None,Christian
1,Friary Drive,Keith,Wright,36,Head,Single,Male,Financial risk analyst,None,No Religion
1,Friary Drive,Rosemary,Wright,4,Minor,N/A,Female,Child,None,Not Specified
1,February Brooks,Eileen,Clarke,31,Head,Single,Female,Paediatric nurse,None,No Religion
1,Moore Road,Kate,Brady,49,Head,Divorced,Female,Unemployed,None,Christian
1,Moore Road,Guy,Brady,7,Minor,N/A,Male,Student,None,Not Specified
1,Dunn Road,Mohammed,Griffin,19,Head,Single,Male,University Student,None,No Religion
1,Dunn Road,Jacob,Field,28,Head,Single,Male,PhD Student,None,No Religion
1,Porter Island,Maria,Williams,47,Head,Married,Female,Archivist,None,No Religion
1,Porter Island,Jack,Williams,52,Head,Married,Male,Minerals surveyor,None,No Religion
1,Porter Island,Georgina,Williams,29,Head,Widowed,Female,Optometrist,None,No Religion
1,Merlinhawk Drive,Jodie,Bailey,67,Head,Widowed,Female,"Education officer, museum",None,Christian
1,Merlinhawk Drive,Dean,Bailey,26,Head,Single,Male,Bonds trader,None,Christian
1,Prince Road,Leanne,Reynolds,33,Head,Single,Female,Learning disability nurse,None,No Religion
1,Prince Road,Gareth,Bell,44,Head,Single,Male,Health and safety inspector,None,Christian
1,Prince Road,Nicola,Roberts,44,Head,Single,Female,"Surveyor, quantity",None,No Religion
1,Prince Road,Geoffrey,Frost,48,Head,Single,Male,Risk manager,None,No Religion
1,Martin Lakes,Alice,White,40,Head,Single,Female,Warden/ranger,None,No Religion
1,Martin Lakes,Mitchell,Daniels,43,Head,Single,Male,Banker,None,No Religion
1,Martin Lakes,Tom,White,5,Minor,N/A,Male,Student,None,No Religion
1,Martin Lakes,Claire,White,4,Minor,N/A,Female,Child,None,No Religion
1,Martin Lakes,Sian,White,1,Minor,N/A,Female,Child,None,No Religion
1,Coates Grove,Pauline,Chapman,50,Head,Married,Female,Forensic psychologist,None,Christian
1,Coates Grove,Carl,Chapman,52,Head,Married,Male,"Development worker, international aid",None,Christian
1,Taylor Mills,Allan,Anderson,68,Head,Widowed,Male,Retired Chief Strategy Officer,None,No Religion
1,Jenkins Avenue,Marie,Baker,70,Head,Married,Female,Retired Music tutor,None,Sikh
1,Jenkins Avenue,Robin,Baker,71,Head,Married,Male,"Retired Lighting technician, broadcasting/film/video",None,Sikh
1,Jenkins Avenue,Zoe,Baker,44,Head,Single,Female,"Horticulturist, amenity",None,No Religion
1,Jenkins Avenue,Shaun,Parkin-Baker,40,Head,Divorced,Male,"Engineer, control and instrumentation",None,Sikh
1,Talbot Parkway,Rhys,Hayward,70,Head,Widowed,Male,Retired IT trainer,None,No Religion
1,Ashton Locks,Alison,Shaw,69,Head,Married,Female,Retired Higher education lecturer,None,Christian
1,Ashton Locks,Jamie,Shaw,65,Head,Married,Male,Optometrist,None,Christian
1,Ashton Locks,Ruth,Shaw,44,Head,Single,Female,"Teacher, music",None,Christian
1,Ashton Locks,Raymond,Shaw,40,Head,Divorced,Male,Ranger/warden,None,Christian
1,Ashton Locks,Clifford,Shaw,36,Head,Divorced,Male,Financial adviser,None,Christian
1,Windy Trail,Hazel,Stevens,86,Head,Single,Female,Retired Counsellor,None,Christian
1,Griffiths Parkway,Irene,Allen,55,Head,Single,Female,Chief Technology Officer,None,Christian
1,Holly Light,Marie,Edwards,55,Head,Married,Female,Multimedia specialist,None,No Religion
1,Holly Light,Graeme,Edwards,57,Head,Married,Male,Acupuncturist,None,No Religion
1,Holly Light,Shane,Edwards,24,Head,Single,Male,Risk analyst,None,No Religion
1,Holly Light,Abbie,Edwards,6,Minor,N/A,Female,Student,None,No Religion
1,Gwentbow Crescent,Caroline,Mitchell,44,Head,Divorced,Female,Adult guidance worker,None,Christian
1,Winchester Street,Julia,Hewitt,55,Head,Divorced,Female,"Psychologist, sport and exercise",None,No Religion
1,Winchester Street,Andrea,Hewitt,15,Minor,N/A,Female,Student,None,Not Specified
1,Winchester Street,Malcolm,Hewitt,12,Minor,N/A,Male,Student,None,Not Specified
1,O'Connor Plain,Zoe,Williams,59,Head,Married,Female,Social researcher,None,Christian
1,O'Connor Plain,Josh,Williams,63,Head,Married,Male,"Psychotherapist, dance movement",None,Christian
1,O'Connor Plain,Kim,Williams,36,Head,Single,Female,Planning and development surveyor,None,Christian
1,Gregory Stronghold,Elliott,Harrison,100,Head,Married,Male,Retired Curator,None,Christian
1,Gregory Stronghold,Catherine,Harrison,103,Head,Married,Female,"Retired Engineer, structural",None,Christian
1,Bishop Palace,Suzanne,Abbott,75,Head,Widowed,Female,Retired Furniture conservator/restorer,None,Christian
1,Cancer Fort,Grace,Carr,78,Head,Widowed,Female,"Retired Engineer, electronics",None,Christian
1,Gallagher Cottage,Leah,Gardner,43,Head,Single,Female,Comptroller,None,Christian
1,Gallagher Cottage,Damian,Robinson,41,Head,Single,Male,Actuary,None,Christian
1,Gallagher Cottage,Adam,Gardner,15,Minor,N/A,Male,Student,None,Christian
1,Gallagher Cottage,Elliot,Gardner,12,Minor,N/A,Male,Student,None,Christian
1,Marsh Fort,Patrick,Davies,23,Head,Single,Male,Firefighter,None,Muslim
1,Apricot Barracks,Stephanie,Freeman,38,Head,Married,Female,Sport and exercise psychologist,None,No Religion
1,Apricot Barracks,Dominic,Freeman,40,Head,Married,Male,Clinical molecular geneticist,None,No Religion
1,Apricot Barracks,Mohammad,Phillips,1,Minor,N/A,Male,Child,None,Not Specified
1,Apricot Barracks,Alison,White,1,Minor,N/A,Female,Child,None,Not Specified
1,Apricot Barracks,Alexandra,Morgan,0,Minor,N/A,Female,Child,None,Not Specified
1,Stevens Factory,Katy,Macdonald,51,Head,Married,Female,Fitness centre manager,None,Christian
1,Stevens Factory,Alexander,Macdonald,54,Head,Married,Male,"Editor, film/video",None,Christian
1,Renaissance Cottage,Maria,Shaw,63,Head,Single,Female,Pensions consultant,None,Christian
1,Duck Fort,Jayne,Peacock,64,Head,Single,Female,"Engineer, drilling",None,No Religion
1,Singh Barn,Adrian,Bibi,75,Head,Married,Male,Unemployed,None,Christian
1,Singh Barn,Georgina,Bibi,69,Head,Married,Female,Retired Contractor,None,Christian
1,Wallace Stables,Carole,Johnson,39,Head,Married,Female,"Scientist, physiological",None,No Religion
1,Wallace Stables,Terry,Johnson,43,Head,Married,Male,Unemployed,None,No Religion
1,Wallace Stables,Hollie,Johnson,3,Minor,N/A,Female,Child,None,No Religion
1,Wallace Stables,Barbara,Johnson,0,Minor,N/A,Female,Child,None,No Religion
1,Wallace Stables,Bryan,Cooper,26,Head,Widowed,Male,Transport planner,None,No Religion
1,Wallace Stables,Sophie,Warren,50,Head,Single,Female,"Designer, exhibition/display",None,Christian
1,Wallace Stables,Joan,Johnson,59,Head,Divorced,Female,"Pharmacist, community",None,Christian
1,Wallace Stables,Kathryn,Baxter,41,Head,Single,Female,Lobbyist,None,Christian
1,Wallace Stables,Sian,Black,62,Head,Single,Female,Estate agent,None,Christian
1,Wallace Stables,Brett,Power,28,Head,Single,Male,Unemployed,None,Christian
1,Owen Factory,Karen,Jones,63,Head,Single,Female,Unemployed,None,Christian
1,Owen Factory,Anthony,Jones,38,Head,Single,Male,Training and development officer,None,Christian
1,Libra Manor,Timothy,Hicks,23,Head,Married,Male,Purchasing manager,None,No Religion
1,Libra Manor,Georgina,Hicks,20,Head,Married,Female,University Student,None,No Religion
1,Gardner Citadel,Daniel,Osborne,51,Head,Single,Male,Patent examiner,None,Christian
1,Butterfly Fort,Nicola,Powell,28,Head,Single,Female,Fish farm manager,None,No Religion
1,Butterfly Fort,Abdul,Powell,2,Minor,N/A,Male,Child,None,Not Specified
1,Butterfly Fort,George,Wilkinson,60,Head,Single,Male,"Administrator, arts",None,No Religion
1,Butterfly Fort,Bradley,Moore,50,Head,Divorced,Male,Biomedical engineer,None,No Religion
1,Butterfly Fort,Declan,Whitehead,57,Head,Single,Male,Operational investment banker,None,Christian
1,Palmtree Inn,Carolyn,Barber,30,Head,Single,Female,Catering manager,None,Christian
1,Palmtree Inn,Carl,Hopkins,53,Head,Single,Male,Unemployed,None,Christian
1,Palmtree Inn,James,Chapman,55,Head,Single,Male,"Surveyor, mining",None,No Religion
1,Palmtree Inn,Frank,Ball,31,Head,Single,Male,"Radiographer, therapeutic",None,Christian
1,Palmtree Inn,Samantha,Hill,28,Head,Single,Female,Stage manager,None,Muslim
1,Palmtree Inn,Emily,Day,45,Head,Single,Female,Marine scientist,None,Christian
1,Palmtree Inn,Mark,Donnelly,21,Head,Single,Male,University Student,None,No Religion
1,Palmtree Inn,Emma,Hilton,56,Head,Single,Female,Publishing rights manager,None,Christian
1,Palmtree Inn,Mitchell,Austin,39,Head,Divorced,Male,Herpetologist,None,Christian
1,Palmtree Inn,Bryan,Kennedy,24,Head,Single,Male,"Engineer, structural",None,No Religion
1,Palmtree Inn,Julie,O'Neill,55,Head,Single,Female,Human resources officer,None,Hindu
1,Palmtree Inn,Ann,Perkins,29,Head,Single,Female,Unemployed,None,No Religion
1,Palmtree Inn,Lynne,Fisher,32,Head,Single,Female,Biomedical engineer,None,No Religion
1,Palmtree Inn,Kevin,Allen,63,Head,Single,Male,Civil Service fast streamer,None,No Religion
1,Palmtree Inn,Bethan,Turner,51,Head,Single,Female,Solicitor,None,Christian
1,Davies Farm,Paula,Cox,54,Head,Married,Female,Audiological scientist,None,Christian
1,Davies Farm,Christopher,Cox,53,Head,Married,Male,Bonds trader,None,Christian
1,Davies Farm,Cheryl,Cox,20,Head,Single,Female,University Student,None,Christian
1,Davies Farm,Ricky,Cox,1,Minor,N/A,Male,Child,None,Christian
1,Walker Palace,Valerie,Williams,41,Head,Married,Female,Orthoptist,None,Christian
